TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
137925,19/04/2022,AIIMS,Kalkaji Mandir,17.75,159.8,92.96,22,Tourist Card,maintenance
103851,19/06/2023,Kashmere Gate,Central Secretariat,1.65,192.4,82.87,21,Smart Card,weekend
88665,27/11/2023,Dilshad Garden,Pragati Maidan,0.83,124.19,8.7,21,Single,off-peak
21254,13/08/2023,Old Delhi,AIIMS,10.02,47.66,98.79,17,Return,weekend
18659,18/10/2023,Kirti Nagar,Netaji Subhash Place,1.89,195.25,11.31,16,Return,peak
41972,24/05/2022,   Kashmere Gate  ,Old Delhi,8.43,123.4,26.81,18,Smart Card,weekend
23649,03/06/2023,Old Delhi,Dilshad Garden,7.22,101.96,68.9,16,Tourist Card,
91180,11/10/2024,Rajouri Garden,Janakpuri West,0.55,178.22,104.57,17,Single,peak
13566,15/04/2023,   NOIDA CITY CENTRE  ,Barakhamba Road,17.19,15.11,53.97,20,Smart Card,weekend
81817,15/04/2024,AIIMS,Model Town,2.08,48.7,99.98,15,,festival
100418,09/11/2023, AIIMS   ,Mandi House,5.78,179.05,92.12,25,Return,off-peak
29119,17/05/2022,   Kirti Nagar  ,Old Delhi,0.87,145.69,62.22,19,Return,peak
18490,12/05/2023,   kirti nagar  ,Mandi House,6.54,126.22,57.94,22,Smart Card,festival
6824,23/11/2024,   Chandni Chowk  ,Barakhamba Road,1.56,51.07,91.1,22,Return,festival
27625,16/09/2023,Inderlok,Jasola Vihar,0.64,140.46,75.52,23,Smart Card,peak
114587,02/04/2022,Inderlok,Barakhamba Road,9.32,194.1,34.97,24,Single,peak
782,18/08/2023,Rajiv Chowk,Dilshad Garden,2.07,46,70.7,19,Smart Card,peak
146012,16/03/2024,   rajouri garden   ,Old Delhi,27.44,16.11,64.42,20,Smart Card,peak
18134,07/07/2023,Punjabi Bagh,Barakhamba Road,4.5,168.78,81.25,13,Single,festival
96335,27/07/2022, AIIMS  ,Jasola Vihar,1.45,30.88,61.48,23,Single,
96469,04/07/2024,  Kashmere Gate  ,Kalkaji Mandir,1.2,21.16,16.51,24,Return,off-peak
142056,15/04/2023,Laxmi Nagar,Mandi House,2.31,92.84,113.81,21,Return,
5775,31/01/2022,  Old Delhi   ,Hauz Khas,11.07,199.66,104.24,27,Single,maintenance
78708,10/02/2024,Chandni Chowk,Netaji Subhash Place,1.99,16.48,49.63,17,Tourist Card,off-peak
9284,07/04/2022,  kashmere gate   ,Inderlok,11.01,87.2,77.26,24,Tourist Card,
63871,27/09/2023, PUNJABI BAGH  ,Hauz Khas,6.91,62.13,63.1,25,Return,off-peak
143892,16/08/2023,   Chandni Chowk   ,Central Secretariat,2.33,96.13,63.71,21,Tourist Card,festival
18709,24/11/2024,Netaji Subhash Place,Mandi House,7.87,87.31,75.33,23,Smart Card,off-peak
63879,30/06/2023,Chandni Chowk,Central Secretariat,2.34,83.5,26.26,22,Single,peak
37824,12/11/2023,Laxmi Nagar,Janakpuri West,2.1,75.67,6.35,23,Tourist Card,maintenance
10801,20/01/2023,Pragati Maidan,Model Town,4.4,55.77,25.37,22,Return,weekend
149035,13/09/2023,Hauz Khas,Chandni Chowk,7.35,53.55,34.74,28,Return,maintenance
67264,01/01/2024,Kirti Nagar,Old Delhi,0.83,186.52,63.27,14,Smart Card,off-peak
48778,26/08/2023,  central secretariat   ,Chandni Chowk,1.32,147.13,37.42,15,Single,
70203,14/12/2023,  Mandi House ,Kashmere Gate,1.55,68.43,113.15,23,Tourist Card,weekend
30652,20/09/2023, Rajiv Chowk ,Jasola Vihar,0.59,66.99,119.87,13,Single,maintenance
74072,22/04/2024,Kirti Nagar,Inderlok,3.27,29.15,12.02,15,Return,maintenance
93270,27/02/2022,Rajouri Garden,AIIMS,0.54,191.8,63.54,21,Smart Card,weekend
69287,28/05/2023, Noida City Centre   ,Barakhamba Road,1.59,141.5,95.84,18,Smart Card,festival
143997,29/05/2023,Jasola Vihar,Punjabi Bagh,4.25,91.8,59.96,28,Single,weekend
78259,18/06/2023,Noida City Centre,Punjabi Bagh,5.33,85.63,8.83,12,Return,festival
96112,20/02/2022, Inderlok   ,Mandi House,3.78,133.98,63.1,20,Tourist Card,weekend
65634,11/11/2023,AIIMS,Central Secretariat,14.07,136.97,28.58,19,Return,
121674,26/10/2024,  Model Town  ,New Delhi,7.32,38.11,103.41,26,Return,off-peak
68674,06/01/2022, New Delhi ,Netaji Subhash Place,0.98,98.55,70.64,21,Return,weekend
111673,14/06/2022,Pragati Maidan,Laxmi Nagar,14.28,50.43,30.24,19,Return,maintenance
14358,27/12/2022,  Chandni Chowk   ,Laxmi Nagar,2.62,60.2,23.48,19,Smart Card,off-peak
83458,08/07/2024,Model Town,Noida City Centre,1.18,165.83,105.44,28,Smart Card,off-peak
126469,06/01/2022,Janakpuri West,Kalkaji Mandir,13.99,186.57,94.85,23,Tourist Card,festival
13141,09/11/2024,Shivaji Park,Kalkaji Mandir,10.07,27.26,88.55,16,Return,maintenance
69185,12/05/2023,Chandni Chowk,Old Delhi,5.2,37.35,92.8,23,Return,peak
50670,22/07/2024,Noida City Centre,Mandi House,3.1,32.63,38.18,20,Smart Card,
86545,17/10/2022,New Delhi,Rajouri Garden,16.7,28.08,19.92,22,Return,festival
45233,27/02/2023,  Kalkaji Mandir ,Chandni Chowk,0.58,184.27,106.74,15,Tourist Card,off-peak
44630,24/03/2023,Dilshad Garden,Central Secretariat,2.62,77.06,49.95,15,Smart Card,off-peak
55719,22/09/2024,  New Delhi ,Janakpuri West,2.67,123.35,25.76,20,Tourist Card,
18475,18/09/2024,Kalkaji Mandir,Barakhamba Road,3.72,41.3,34.34,16,Single,
138594,10/06/2024,   Inderlok   ,Hauz Khas,4.27,161.26,28.32,17,Single,peak
97853,04/07/2024,Model Town,Barakhamba Road,6.92,16.95,80.19,27,Return,
62033,14/11/2024, kashmere gate   ,Noida City Centre,7.59,199.52,17.49,19,Return,maintenance
149098,09/08/2023,Mandi House,Hauz Khas,2.5,167.63,116.05,17,Smart Card,festival
19447,13/10/2024,Rajouri Garden,Noida City Centre,3.24,104.63,63.13,21,Return,off-peak
129351,16/10/2023,Janakpuri West,Barakhamba Road,17.01,132.89,7.01,18,Smart Card,
146425,02/01/2024,Janakpuri West,Central Secretariat,3.09,32.22,26.2,23,Single,peak
91007,06/07/2023,Shivaji Park,Barakhamba Road,1.06,193.24,98.46,15,Return,off-peak
7346,21/10/2022,Rajouri Garden,Mandi House,5.4,142.56,28.1,15,Return,weekend
6305,23/02/2023,Janakpuri West,New Delhi,7.57,29.92,111.83,23,Smart Card,maintenance
147997,14/08/2022,   Jasola Vihar  ,New Delhi,6.25,38.68,84.53,25,Return,festival
137661,27/01/2023,Old Delhi,Laxmi Nagar,1.37,181.2,106.08,15,Smart Card,peak
81913,10/11/2024,Old Delhi,Model Town,1.22,50.89,25.9,25,Return,peak
42892,10/05/2024,   Kalkaji Mandir ,Barakhamba Road,1.33,61.52,80.28,17,Tourist Card,festival
29056,19/07/2022,Mandi House,Rajouri Garden,3.61,108.54,58.96,23,Tourist Card,weekend
149400,21/09/2023,Rajouri Garden,Jasola Vihar,3.16,111.8,77.78,22,Smart Card,off-peak
87897,03/01/2022,  JANAKPURI WEST  ,Shivaji Park,3.92,166.07,19.01,19,Tourist Card,maintenance
18323,03/05/2024,New Delhi,Central Secretariat,3.85,144.75,89.16,23,Return,weekend
26929,17/10/2022, Laxmi Nagar ,New Delhi,4.88,181.36,83.92,32,Tourist Card,maintenance
149335,14/12/2022,Laxmi Nagar,Shivaji Park,19.33,122.85,62.63,19,Return,maintenance
122789,02/10/2023, Dilshad Garden  ,Kashmere Gate,2.53,126.62,7.55,23,Tourist Card,
28229,23/06/2022,   KIRTI NAGAR  ,Kashmere Gate,1.58,76.55,48.29,18,Single,off-peak
111488,12/05/2024,Hauz Khas,Chandni Chowk,4.42,187.24,5.07,25,Tourist Card,off-peak
133612,23/02/2023,   central secretariat  ,Noida City Centre,1.75,189.53,9.18,21,Smart Card,weekend
50602,06/06/2024,Netaji Subhash Place,Janakpuri West,1.62,119.01,98.34,17,Single,weekend
65429,11/02/2022,  chandni chowk   ,Jasola Vihar,2.53,154.23,19.26,20,Return,maintenance
66708,04/11/2022,Central Secretariat,New Delhi,4.69,152.35,58.56,21,Single,
139000,20/05/2023,Central Secretariat,Laxmi Nagar,6.73,44.33,11.9,17,Single,off-peak
149308,21/07/2023, KALKAJI MANDIR ,Rajiv Chowk,1.63,162.54,95.21,21,Single,off-peak
145362,17/11/2023,  Punjabi Bagh  ,Rajiv Chowk,12.24,14,5.49,24,Return,off-peak
124303,19/04/2024,   dilshad garden   ,Kalkaji Mandir,3.57,163.18,106.02,20,Return,weekend
148124,11/10/2024,Inderlok,Model Town,12.12,161.98,95.23,19,Tourist Card,maintenance
102305,25/01/2022,Dilshad Garden,Kalkaji Mandir,2.54,161.67,97.36,21,Tourist Card,peak
17074,19/12/2022,Barakhamba Road,Mandi House,1.15,23.91,118.38,20,Tourist Card,off-peak
47300,27/11/2024,Old Delhi,Pragati Maidan,3.22,121.01,12.59,22,Return,
146965,18/03/2023,   pragati maidan  ,Punjabi Bagh,13.75,107.91,37.32,22,Return,
103865,14/12/2024,   New Delhi ,Rajouri Garden,1.81,97.79,70.84,20,Single,
18682,01/03/2024,Rajiv Chowk,Barakhamba Road,8.22,18.23,31.9,16,Smart Card,
40786,15/06/2022, shivaji park ,Hauz Khas,1.46,62.95,111.19,19,Smart Card,weekend
133716,16/11/2024,Rajiv Chowk,AIIMS,3.9,113.51,85.22,12,Single,off-peak
5348,10/10/2022,Janakpuri West,Mandi House,8.71,192.46,24.85,18,Smart Card,maintenance
96045,24/09/2023,  Netaji Subhash Place   ,Old Delhi,1.31,125.94,33.15,17,Smart Card,weekend
41801,14/12/2022,Rajiv Chowk,Dilshad Garden,2.3,106.03,44,24,Return,maintenance
49734,26/08/2022, Rajiv Chowk   ,Chandni Chowk,11.16,171.24,81.49,22,Single,maintenance
7897,13/02/2024,Punjabi Bagh,Rajiv Chowk,7.34,178.11,46.09,30,Return,festival
140906,09/04/2023,Dilshad Garden,Hauz Khas,0.87,184.22,45.33,25,Tourist Card,festival
73998,07/03/2022,Inderlok,Rajouri Garden,4.86,27.5,60.69,21,Return,peak
19676,14/04/2023,Barakhamba Road,Shivaji Park,1.84,150.82,61.77,27,Tourist Card,weekend
131235,01/04/2023,   Model Town ,Old Delhi,1.5,180.5,72.24,26,Tourist Card,peak
103303,18/03/2024,Model Town,Dilshad Garden,2.37,55.75,101,25,Return,weekend
140630,31/01/2022,Kirti Nagar,Kalkaji Mandir,2.48,191.3,116.98,31,Single,
92574,29/11/2023,Rajiv Chowk,Central Secretariat,4.65,127.02,31.2,27,Tourist Card,peak
132504,02/02/2022,  NETAJI SUBHASH PLACE ,Shivaji Park,2.55,97.12,69.78,25,Single,off-peak
45604,17/10/2022,Rajouri Garden,Rajiv Chowk,2.06,92.27,93.66,24,Return,maintenance
62425,25/07/2024,Shivaji Park,Jasola Vihar,4.72,129.65,39.72,15,Return,peak
145048,24/04/2024,Old Delhi,Laxmi Nagar,5.61,13.11,90.12,19,Tourist Card,weekend
67156,18/02/2023,AIIMS,Model Town,1.66,115.38,45.34,22,Return,
138783,20/03/2024,Chandni Chowk,Noida City Centre,6.53,119.38,107.17,17,Smart Card,maintenance
138809,21/04/2023,Model Town,Kalkaji Mandir,5.57,32.73,60.57,25,Single,
7532,11/05/2022,Pragati Maidan,New Delhi,2.54,114.36,29.65,23,Smart Card,
17070,19/07/2024,Old Delhi,AIIMS,2.25,59.65,115.11,11,Return,
144566,25/09/2022,Chandni Chowk,New Delhi,1.68,114.4,20,17,Tourist Card,maintenance
125737,17/07/2024,  aiims  ,Chandni Chowk,2.25,107.36,59.84,15,Return,festival
42822,06/12/2023, Hauz Khas  ,Punjabi Bagh,4.42,162.67,39.74,21,Single,festival
43620,20/05/2023,Jasola Vihar,Punjabi Bagh,2.47,20.05,27.53,23,Single,maintenance
68921,09/12/2024,Hauz Khas,Rajouri Garden,4.43,22.46,82.24,14,Single,maintenance
2840,12/02/2023,  inderlok  ,New Delhi,4.79,24,64.34,17,Tourist Card,
94849,20/12/2022,   barakhamba road  ,Netaji Subhash Place,0.59,142.23,39.24,24,Single,peak
117667,12/09/2022,Kalkaji Mandir,Old Delhi,4.08,157.45,101.18,21,Return,
5106,27/04/2022,Barakhamba Road,Netaji Subhash Place,1.74,146.09,119.62,17,Tourist Card,off-peak
146151,09/05/2023,Jasola Vihar,Barakhamba Road,8.72,40.98,53.18,23,Return,weekend
26202,16/07/2023,Noida City Centre,Inderlok,0.72,181.06,46.41,21,Return,
108900,07/09/2022,Kirti Nagar,Janakpuri West,0.84,115.56,79.27,18,Tourist Card,peak
133169,14/10/2024,Mandi House,Chandni Chowk,3.44,69.51,70.14,16,Smart Card,festival
42964,01/04/2022,Model Town,Inderlok,7.99,182.85,104.98,23,Smart Card,maintenance
22437,05/03/2024,New Delhi,Laxmi Nagar,6.05,181,50.65,16,Return,maintenance
8000,25/04/2022,Rajiv Chowk,Janakpuri West,2.31,166.77,56.87,25,Single,off-peak
62813,22/10/2023,Shivaji Park,Rajiv Chowk,11.27,18.74,50.47,22,Tourist Card,maintenance
94789,18/08/2023,Netaji Subhash Place,AIIMS,5.18,119.34,45.33,18,Return,
70554,25/06/2022,   Mandi House ,Central Secretariat,11.98,175.75,58.92,14,Smart Card,weekend
130350,17/04/2022,Central Secretariat,Kirti Nagar,8.34,179.29,19.49,16,Return,
25123,20/10/2024,Noida City Centre,AIIMS,2.84,174.24,48.22,22,Return,
83370,16/10/2023, Jasola Vihar  ,Shivaji Park,4.02,119.76,7.51,18,Tourist Card,off-peak
23285,14/09/2024,  Mandi House  ,Janakpuri West,27.24,169.23,84.51,23,Smart Card,
83821,25/12/2022, noida city centre ,Mandi House,6.48,68.72,63.35,33,Smart Card,weekend
53073,21/09/2022,Janakpuri West,Old Delhi,19.77,57.9,99.91,8,Tourist Card,maintenance
137470,10/07/2022,  old delhi ,AIIMS,3.75,193.62,17.41,15,Single,peak
93809,17/03/2024,Old Delhi,Laxmi Nagar,10.16,166.1,65.26,21,Smart Card,
54221,21/04/2024,Hauz Khas,Chandni Chowk,16.26,149.17,77.03,14,Single,weekend
46851,22/04/2024,Inderlok,AIIMS,0.77,160.67,24.09,26,Tourist Card,festival
139402,14/01/2022,  Barakhamba Road ,Model Town,4.8,42.46,101.21,14,Smart Card,off-peak
120313,27/06/2022,   Janakpuri West   ,Mandi House,5.09,27.68,99.81,18,Return,festival
3472,03/05/2024, Janakpuri West   ,Shivaji Park,0.81,99.57,19.41,21,Tourist Card,maintenance
145545,05/05/2023,Kashmere Gate,Kirti Nagar,7.42,106.74,93.1,28,Tourist Card,off-peak
116860,24/06/2024, Rajouri Garden ,Dilshad Garden,2.05,64.82,5.84,16,Return,peak
84046,01/03/2022,Rajiv Chowk,Chandni Chowk,6.98,16.15,78.18,18,Single,off-peak
128047,11/10/2024,Inderlok,Rajouri Garden,0.76,90.01,104.67,19,Return,weekend
30448,21/03/2023,  janakpuri west   ,Central Secretariat,7.48,65.12,26.26,19,Single,weekend
149809,15/06/2023,   SHIVAJI PARK   ,Hauz Khas,6.9,35.82,92.28,19,Return,peak
34052,23/10/2024,  AIIMS  ,Hauz Khas,4.64,170.42,30.37,19,Return,weekend
77985,28/08/2022,Hauz Khas,Rajouri Garden,2.5,183.22,109.54,22,Single,
21622,01/08/2022,New Delhi,Barakhamba Road,5.05,44.49,66.87,17,Single,weekend
33788,07/04/2022,Netaji Subhash Place,Noida City Centre,5.06,195.13,14.12,16,Tourist Card,maintenance
147257,15/06/2023,New Delhi,AIIMS,3.68,21.1,52.57,22,Return,
27387,25/01/2024,Kashmere Gate,Rajiv Chowk,3.38,61.74,100.95,28,Single,weekend
84731,10/07/2024,Laxmi Nagar,Kashmere Gate,7.3,108.45,114.9,21,Tourist Card,maintenance
132724,07/05/2023,Kashmere Gate,Chandni Chowk,0.62,10.7,89.29,26,Return,weekend
99135,06/05/2022,Jasola Vihar,Pragati Maidan,0.65,196.92,71.58,21,Tourist Card,off-peak
76257,02/02/2023, Chandni Chowk  ,Janakpuri West,2.43,110.43,62.07,24,Smart Card,peak
137329,28/04/2022,Rajiv Chowk,Chandni Chowk,4.05,144.91,27.42,26,Single,festival
28855,15/11/2022,Laxmi Nagar,Mandi House,1.54,196.01,101.8,18,Smart Card,peak
5470,29/01/2023,   dilshad garden   ,AIIMS,0.72,127.95,17.2,20,Smart Card,maintenance
57776,18/07/2024,  Janakpuri West  ,New Delhi,1.81,128.87,64.45,20,Single,festival
141331,06/03/2022, rajouri garden ,Pragati Maidan,3.94,41.27,53.45,21,Tourist Card,off-peak
13429,15/10/2022,Noida City Centre,AIIMS,1.18,181.02,27.57,17,Smart Card,festival
62540,10/03/2024,Shivaji Park,Mandi House,0.52,133.29,79.92,10,Return,peak
42093,06/08/2024,Noida City Centre,Netaji Subhash Place,3.04,199.21,100.7,25,Single,festival
78230,23/04/2022,Mandi House,Jasola Vihar,2.85,51.91,72.87,22,Smart Card,festival
55507,11/03/2022,Inderlok,Pragati Maidan,5.76,34.8,35.05,20,Tourist Card,peak
137070,01/05/2024,Old Delhi,Model Town,7.11,10.82,53.4,17,Tourist Card,maintenance
68927,10/06/2022,Jasola Vihar,Laxmi Nagar,13.66,30.29,32.68,25,Smart Card,weekend
110385,05/02/2024,Dilshad Garden,Janakpuri West,6.87,183.53,89.72,22,Smart Card,
109459,08/02/2022,Netaji Subhash Place,AIIMS,2.8,198.13,83.74,11,Smart Card,weekend
145299,28/12/2024,Netaji Subhash Place,Kalkaji Mandir,0.85,148.32,100.91,21,Tourist Card,maintenance
16030,16/08/2024,Kalkaji Mandir,Central Secretariat,1.31,125.48,32.97,14,Smart Card,peak
65698,24/06/2022,Jasola Vihar,Old Delhi,0.72,160.61,110.4,16,Smart Card,
109080,05/05/2022,  Shivaji Park ,Dilshad Garden,14.73,181.67,90.26,22,Single,weekend
142078,06/12/2024,Dilshad Garden,Chandni Chowk,14.16,155.64,22.36,14,Return,
36728,08/11/2023,AIIMS,Pragati Maidan,7.5,85.67,96.55,18,Single,
6644,06/09/2024, Noida City Centre  ,Punjabi Bagh,5.56,134.15,108.78,18,Smart Card,
95287,29/01/2022,Model Town,Dilshad Garden,24.5,20.75,7.27,34,Return,maintenance
119120,29/02/2024,Central Secretariat,Dilshad Garden,5.21,114.38,28.67,18,Single,maintenance
48869,03/01/2024,  AIIMS  ,Central Secretariat,5.6,161.13,54.91,20,Single,weekend
147160,26/12/2023,Kashmere Gate,Laxmi Nagar,2.53,79.25,21.55,20,Tourist Card,weekend
69123,20/03/2022, HAUZ KHAS ,Rajiv Chowk,2.88,17.88,27.87,22,Return,maintenance
68100,15/06/2024,   AIIMS   ,Hauz Khas,15.98,61.94,61.09,22,Single,peak
27767,30/01/2023,Laxmi Nagar,Rajouri Garden,7.14,134.11,52.1,17,Tourist Card,off-peak
147855,03/05/2022,  Shivaji Park  ,AIIMS,3.22,173.86,114.21,23,Single,
33849,11/12/2023,Dilshad Garden,Jasola Vihar,4.32,154.7,5.29,16,Single,off-peak
104196,30/04/2024,Barakhamba Road,Punjabi Bagh,0.66,60.46,53.54,15,Single,maintenance
64430,23/12/2024,Central Secretariat,Rajiv Chowk,3.36,137.94,14.43,15,Smart Card,weekend
92198,23/07/2024,  Netaji Subhash Place   ,Central Secretariat,6.33,175.77,56.74,16,Tourist Card,festival
80074,30/09/2022,AIIMS,Central Secretariat,11.39,18.24,52.74,19,Tourist Card,off-peak
119655,24/03/2022,Old Delhi,New Delhi,9.77,89.01,10.49,15,Tourist Card,off-peak
2024,27/02/2022,Kashmere Gate,New Delhi,3.49,44.62,31.93,23,Return,weekend
149006,02/02/2022,Mandi House,Model Town,1.83,123.51,59.72,27,Smart Card,
73446,22/06/2023,Laxmi Nagar,Kalkaji Mandir,6.9,101.97,54.86,17,Tourist Card,festival
23706,21/11/2024,Rajouri Garden,Punjabi Bagh,0.64,15.8,5.8,15,Return,off-peak
114915,27/05/2023,  Jasola Vihar  ,Noida City Centre,2.87,140.58,80.28,21,Tourist Card,festival
113176,01/09/2023, MANDI HOUSE   ,Kirti Nagar,1.6,177.99,101.35,20,Smart Card,maintenance
18314,22/08/2022, NETAJI SUBHASH PLACE ,Barakhamba Road,8.99,49.83,42.15,21,Tourist Card,
107540,08/08/2023,New Delhi,Netaji Subhash Place,4.69,130.85,102.55,14,Single,maintenance
9597,30/06/2023,AIIMS,Dilshad Garden,4.71,25.2,110.44,20,Smart Card,peak
100484,06/08/2023,Central Secretariat,Hauz Khas,1.22,181.16,110.91,25,Single,weekend
82618,17/12/2022,Model Town,Rajiv Chowk,4.14,40.51,21.67,26,Smart Card,
12088,12/09/2023,Shivaji Park,Jasola Vihar,1.18,83.24,16.4,20,Smart Card,festival
5111,28/11/2024,New Delhi,AIIMS,0.63,124.76,9.77,16,Return,maintenance
100083,14/08/2023,Janakpuri West,Inderlok,8.12,34.05,17.33,17,Smart Card,festival
117323,31/05/2024,Model Town,Inderlok,2.61,30.18,28.32,21,Smart Card,maintenance
146452,28/11/2022,  CHANDNI CHOWK   ,Model Town,11.25,125.87,6.8,23,Return,weekend
89465,17/11/2023,Rajiv Chowk,Kalkaji Mandir,10.75,123.21,86.85,18,Single,off-peak
40373,18/10/2022,   OLD DELHI   ,Netaji Subhash Place,1.91,84.28,112.57,21,Smart Card,off-peak
19874,21/04/2023,Mandi House,Old Delhi,8.06,74.45,43.09,26,Return,maintenance
145017,10/08/2023,Noida City Centre,Laxmi Nagar,0.63,19.36,27.11,21,Tourist Card,
115726,15/01/2022,Laxmi Nagar,Noida City Centre,2.26,12.14,25.58,24,Single,weekend
26833,25/02/2023,Janakpuri West,Kashmere Gate,2.14,96.33,106.08,13,Single,maintenance
141878,15/12/2022,   Rajouri Garden   ,AIIMS,10,143.93,27.26,15,Single,maintenance
19034,01/01/2023,   Hauz Khas  ,Pragati Maidan,1.04,69.06,94.07,16,Single,peak
108778,05/03/2022,Kalkaji Mandir,Netaji Subhash Place,1.8,113.43,28.64,,Tourist Card,
117236,20/07/2024,Old Delhi,Mandi House,17.77,81.69,118.4,16,Single,
67696,15/01/2023,Shivaji Park,Mandi House,5.69,165.77,8.96,17,Tourist Card,peak
76866,31/08/2024,Chandni Chowk,Mandi House,7.61,141.87,76.22,16,Tourist Card,peak
80103,20/10/2024,Rajiv Chowk,Old Delhi,7.4,40,12.33,24,Single,
134154,11/09/2023,   Model Town   ,Inderlok,0.72,111.67,114.69,22,Smart Card,maintenance
68057,25/05/2023,Rajouri Garden,Kalkaji Mandir,3.41,171.02,106.69,14,Return,
122722,22/10/2023,Punjabi Bagh,Kashmere Gate,16.58,94.46,109.1,21,Smart Card,weekend
148487,16/08/2024,   KASHMERE GATE ,Punjabi Bagh,3.04,151.56,112.52,16,Tourist Card,maintenance
21728,23/09/2024,Netaji Subhash Place,Central Secretariat,8.26,198.63,63.81,20,Tourist Card,weekend
38788,26/12/2024,Pragati Maidan,Punjabi Bagh,1.51,64,34.14,22,Tourist Card,weekend
91397,26/11/2024,  New Delhi   ,Central Secretariat,11.51,148.33,6.14,19,Single,peak
55148,16/06/2024,Barakhamba Road,Central Secretariat,12.33,32.79,71.14,20,Single,
41322,05/05/2022,Central Secretariat,Chandni Chowk,10.42,146.38,102.69,27,Tourist Card,maintenance
88200,21/01/2024,New Delhi,Dilshad Garden,1.01,73.78,99.08,17,Single,peak
101605,21/01/2023,Hauz Khas,Kirti Nagar,2.23,174.43,104.11,25,Tourist Card,weekend
56448,05/10/2023, NETAJI SUBHASH PLACE   ,Hauz Khas,8.38,30.16,10.59,27,Tourist Card,weekend
9497,27/06/2023,Old Delhi,Laxmi Nagar,2.54,117.07,12.91,20,Tourist Card,maintenance
104556,05/08/2024,Kashmere Gate,Netaji Subhash Place,4.76,124.67,93.85,23,Return,off-peak
136999,20/03/2023,Punjabi Bagh,Laxmi Nagar,6.75,163.23,107.38,28,Smart Card,festival
29726,02/06/2024,Rajiv Chowk,Pragati Maidan,2.45,85.01,39.03,23,Single,off-peak
81943,31/03/2024,Central Secretariat,Hauz Khas,2.1,72.58,89.25,28,Single,peak
83987,11/07/2024,Shivaji Park,Kalkaji Mandir,6.72,67.79,30.79,20,Single,off-peak
8895,11/01/2022,Pragati Maidan,Rajouri Garden,2.36,62.97,64.15,16,Single,peak
8707,25/03/2024,Noida City Centre,Old Delhi,12.59,138.49,97.91,14,Tourist Card,peak
66913,20/12/2022, Laxmi Nagar   ,Kalkaji Mandir,8.78,24.26,59.1,13,Single,
67261,23/04/2024, Dilshad Garden ,Central Secretariat,2.38,102.55,65.48,18,Tourist Card,off-peak
27045,04/03/2024,  PUNJABI BAGH  ,Barakhamba Road,8.1,79.2,7.57,22,Return,peak
3755,25/10/2022,Punjabi Bagh,Noida City Centre,3.9,64.52,13.84,18,Tourist Card,peak
108822,17/02/2024,  MANDI HOUSE   ,AIIMS,4.29,101.21,66.48,17,Single,
57805,30/06/2022,Punjabi Bagh,New Delhi,5.55,197.81,9.43,24,Tourist Card,weekend
20568,07/01/2023,Mandi House,Mandi House,2,100.43,64.16,19,Smart Card,peak
44639,08/09/2024,Kashmere Gate,Old Delhi,16.55,61.9,117.46,22,Single,maintenance
55732,21/02/2024,   Netaji Subhash Place ,Chandni Chowk,15.36,47.08,13.25,17,Smart Card,
119247,01/01/2024,  Punjabi Bagh ,Kalkaji Mandir,1.31,182.61,41.38,25,Return,off-peak
64029,27/07/2022,Rajouri Garden,Central Secretariat,1.03,78.5,97.68,21,Return,maintenance
144130,25/06/2022, Central Secretariat ,AIIMS,1.74,164.17,78.04,19,Smart Card,
85458,15/01/2024,Shivaji Park,AIIMS,14.69,54.8,70.12,21,Return,
93981,23/01/2024,Netaji Subhash Place,Hauz Khas,1.76,172.37,68.93,22,Return,peak
23388,17/12/2024,Jasola Vihar,Chandni Chowk,8.24,33.87,31.01,26,Smart Card,off-peak
43542,27/10/2023,Mandi House,Dilshad Garden,26.62,194.4,104.93,19,Return,off-peak
58006,28/09/2024,Netaji Subhash Place,Rajouri Garden,0.92,12.92,105.24,21,Smart Card,weekend
108256,08/03/2023,Hauz Khas,Dilshad Garden,2.64,194.25,16.9,17,Tourist Card,maintenance
145644,20/04/2023,Mandi House,Rajouri Garden,0.55,114.85,24.92,15,Single,
82567,05/12/2024,Dilshad Garden,AIIMS,0.78,168.82,37.78,20,Single,peak
55534,01/05/2023,Kashmere Gate,Jasola Vihar,3.18,160.96,9.95,17,Tourist Card,off-peak
98606,02/05/2023, janakpuri west   ,Dilshad Garden,7.47,180.53,97.97,23,Smart Card,maintenance
79752,27/11/2024,Noida City Centre,Dilshad Garden,3.89,33.67,98.78,26,Smart Card,off-peak
15998,25/02/2024,Barakhamba Road,Kashmere Gate,7.19,193.08,109.02,17,Return,maintenance
125589,05/09/2023,Inderlok,Hauz Khas,0.58,18.21,10.88,16,Return,
100501,13/11/2024,Mandi House,New Delhi,7.3,191.07,24.45,25,Tourist Card,peak
43951,16/10/2024,Laxmi Nagar,Noida City Centre,5.95,55.01,23.54,23,Single,weekend
37644,12/05/2024,Model Town,AIIMS,4.97,77.61,90.82,22,Return,maintenance
76273,23/06/2022,Kirti Nagar,Model Town,1.22,164.72,88.21,20,Single,off-peak
120030,15/11/2023,  Rajouri Garden  ,Laxmi Nagar,3.07,154.63,110.57,21,Single,weekend
124448,10/05/2023, Punjabi Bagh   ,Laxmi Nagar,11.72,55.65,106.29,29,Single,maintenance
30842,19/04/2022,Barakhamba Road,Rajiv Chowk,16.42,118.1,80.79,25,Single,weekend
